,Company,Job,Salary,Reported,Location,Rating
9920,Capgemini,Senior Java Developer,400000,11,Hyderabad,3.8
9921,SAVINA SOFTWARE,Junior Java Developer,192000,10,Hyderabad,3.5
9922,AVYAIT,Java Software Developer,180000,9,Hyderabad,3.8
9923,Technoparinsoft,Junior Java Developer,192000,9,Hyderabad,4.4
9924,Dhatsol,Junior Java Developer,144000,8,Hyderabad,3.1
9925,Tata Consultancy Services,Full Stack Java Developer,300000,8,Hyderabad,3.9
9926,Infosys,Software Engineer - Java Developer,400000,7,Hyderabad,3.3
9927,JAVA,Junior Java Developer,300000,7,Hyderabad,4.2
9928,DLV SoftWare,Junior Java Developer,192000,7,Hyderabad,4.2
9929,Fresher,Junior Java Developer,204000,7,Hyderabad,4.1
9930,Cognizant Technology Solutions,Junior Java Developer,300000,6,Hyderabad,3.8
9931,Infosys,Junior Java Developer,200000,6,Hyderabad,3.3
9932,Wipro,Junior Java Developer,100000,6,Hyderabad,3.8
9933,Capgemini,Junior Java Developer,300000,6,Hyderabad,3.8
9934,Tata Consultancy Services,Java/J2EE Developer,500000,6,Hyderabad,3.9
9935,Accenture,Java SSE,1080000,6,Hyderabad,4.1
9936,JAVA,Java Software Developer,200000,5,Hyderabad,4.2
9937,Accenture,Senior Java Developer,300000,5,Hyderabad,4.1
9938,Virtusa,Senior Java Developer,600000,5,Hyderabad,3.7
9939,Virtusa,Junior Java Developer,8448,5,Hyderabad,3.7
9940,Cognizant Technology Solutions,Full Stack Java Developer,408000,5,Hyderabad,3.8
9941,Tata Consultancy Services,Java Full Stack Developer,300000,5,Hyderabad,3.9
9942,Cognizant Technology Solutions,Java Full Stack Developer,700000,5,Hyderabad,3.8
9943,Wells Fargo,AVP-Java Developer,1800000,5,Hyderabad,3.6
9944,Infosys,Java SSE,400000,5,Hyderabad,3.3
9945,Capgemini,Java Software Developer,400000,4,Hyderabad,3.8
9946,SAVINA SOFTWARE,Java Software Developer,192000,4,Hyderabad,3.5
9947,Cognizant Technology Solutions,Java Software Developer,400000,4,Hyderabad,3.8
9948,Cognizant Technology Solutions,Software Engineer - Java Developer,200000,4,Hyderabad,3.8
9949,DBS Bank,Senior Java Developer,1400000,4,Hyderabad,3.9
9950,Blue Yonder,Senior Software Engineer (Java),1200000,3,Hyderabad,4.2
9951,CSC,Java Software Engineer,500000,2,Hyderabad,3.9
9952,Dhatsol,Java Software Engineer,204000,2,Hyderabad,3.1
9953,Technoparinsoft,Java Software Developer,228000,2,Hyderabad,4.4
9954,Wipro,Java Software Developer,300000,2,Hyderabad,3.8
9955,Fresher,Java Software Developer,300000,2,Hyderabad,4.1
9956,Infosys,Java Software Developer,300000,2,Hyderabad,3.3
9957,JAVA,Software Engineer - Java Developer,120000,2,Hyderabad,4.2
9958,MicroSpark Software Solutions,Software Engineer - Java Developer,500000,2,Hyderabad,4.7
9959,Prutech Solutions,Software Engineer - Java Developer,200000,2,Hyderabad,4.2
9960,Shortlist Professionals,Software Engineer - Java Developer,480000,2,Hyderabad,4.4
9961,Modak,Senior Java Developer,1200000,2,Hyderabad,3.9
9962,DLV SoftWare,Senior Java Developer,168000,2,Hyderabad,4.2
9963,OpenWorld Money,Senior Java Developer,600000,2,Hyderabad,2.5
9964,DXC Technology,Senior Java Developer,720000,2,Hyderabad,3.5
9965,Intellect Design Arena,Senior Java Developer,400000,2,Hyderabad,4.0
9966,Mphasis,Senior Java Developer,1200000,2,Hyderabad,3.7
9967,HCL Technologies,Senior Java Developer,700000,2,Hyderabad,3.7
9968,ShvinTech,Senior Java Developer,500000,2,Hyderabad,4.5
9969,IBM,Senior Java Developer,800000,2,Hyderabad,4.1
9970,Adeptech Systems,Senior Java Developer,1300000,2,Hyderabad,4.0
9971,Tata Consultancy Services (North America),Senior Java Developer,576000,2,Hyderabad,3.8
9972,ValueLabs,Senior Java Developer,700000,2,Hyderabad,4.0
9973,Tata Consultancy Services,Senior Java Developer,84000,2,Hyderabad,3.9
9974,ADP,Senior Java Developer,600000,2,Hyderabad,4.0
9975,Virinchi Technologies,Senior Java Developer,120000,2,Hyderabad,3.7
9976,Google,Senior Java Developer,200000,2,Hyderabad,4.5
9977,Test,Senior Java Developer,1500000,2,Hyderabad,4.1
9978,Cyient,Senior Java Developer,168000,2,Hyderabad,3.4
9979,First Student,Junior Java Developer - Intern,180000,2,Hyderabad,4.1
9980,IT Serve Global,Junior Java Developer,100000,2,Hyderabad,1.0
9981,FresherEngineers.com,Junior Java Developer,288000,2,Hyderabad,4.5
9982,Karvy Data Management Services (India),Junior Java Developer,228000,2,Hyderabad,3.2
9983,Freshers.com,Junior Java Developer,144000,2,Hyderabad,4.0
9984,Software Developer India,Junior Java Developer,200000,2,Hyderabad,4.3
9985,HCL Technologies,Junior Java Developer,252000,2,Hyderabad,3.7
9986,Smart IMS,Junior Java Developer,168000,2,Hyderabad,4.2
9987,DXC Technology,Junior Java Developer,400000,2,Hyderabad,3.5
9988,Virinchi Technologies,Junior Java Developer,100000,2,Hyderabad,3.7
9989,VSoft Technologies,Junior Java Developer,168000,2,Hyderabad,3.3
9990,Fresher,Full Stack Java Developer,300000,2,Hyderabad,4.1
9991,First Student,Full Stack Java Developer,300000,2,Hyderabad,4.1
9992,Accenture,Full Stack Java Developer,300000,2,Hyderabad,4.1
9993,Idoow,Full Stack Java Developer,300000,2,Hyderabad,3.9
9994,Cogent Data Solutions,Java/J2EE Developer,400000,2,Hyderabad,4.1
9995,IBM,Java/J2EE Developer,500000,2,Hyderabad,4.1
9996,Cognizant Technology Solutions,Senior Java/J2EE Developer,600000,2,Hyderabad,3.8
9997,Winfo Solutions,Java Full Stack Developer,300000,2,Hyderabad,3.3
9998,IBM,Java Full Stack Developer,500000,2,Hyderabad,4.1
9999,Vitech Systems Group,Associate Java Developer,700000,2,Hyderabad,3.6
10000,DBS Bank,AVP-Java Developer,3000000,2,Hyderabad,3.9
10001,Cognizant Technology Solutions,Java Programmer,600000,2,Hyderabad,3.8
10002,Tata Consultancy Services,Java,720000,2,Hyderabad,3.9
10003,Infor,Java SSE,1200000,2,Hyderabad,4.0
10004,ABC,Java SSE,400000,2,Hyderabad,3.9
10005,Cognizant Technology Solutions,Java SSE,100000,2,Hyderabad,3.8
10006,Capgemini,Java SSE,600000,2,Hyderabad,3.8
10007,Mphasis,Java SSE,1100000,2,Hyderabad,3.7
10008,PK,Java SSE,800000,2,Hyderabad,4.0
10009,IBM,Java SSE,396000,2,Hyderabad,4.1
10010,Capgemini,Java Consultant,600000,2,Hyderabad,3.8
10011,Tata Consultancy Services,Java Architect,384000,2,Hyderabad,3.9
10012,Cognizant Technology Solutions,Technical Lead - Java,1300000,2,Hyderabad,3.8
10013,Tata Consultancy Services,Java Lead,1500000,2,Hyderabad,3.9
10014,EPAM Systems,JJava Developer,700000,1,Hyderabad,3.9
10015,Accenture,Java Software Engineer,400000,1,Hyderabad,4.1
10016,OSI Digital,Java Software Engineer,500000,1,Hyderabad,3.7
10017,SSK Infotech Solutions,Java Software Engineer,600000,1,Hyderabad,3.5
10018,Lakshmi Vilas Bank,Java Software Engineer,240000,1,Hyderabad,3.4
10019,Thrymr Software,Java Software Engineer,100000,1,Hyderabad,2.7
10020,Haja Consultoria Empresarial,Java Software Engineer,700000,1,Hyderabad,4.8
10021,EPAM Systems,Java Software Engineer,800000,1,Hyderabad,3.9
10022,Not Applicable,Java Software Engineer,400000,1,Hyderabad,3.8
10023,Wipro,Java Software Engineer,600000,1,Hyderabad,3.8
10024,JAVA,Java Software Engineer,300000,1,Hyderabad,4.2
10025,Tata Consultancy Services,Java Software Engineer,400000,1,Hyderabad,3.9
10026,EMPLOYERS,Java Software Engineer,500000,1,Hyderabad,4.1
10027,DLV SoftWare,Java Software Engineer,500000,1,Hyderabad,4.2
10028,Cogent Data Solutions,Java Software Engineer,500000,1,Hyderabad,4.1
10029,Syena info soft,Java Software Developer,84000,1,Hyderabad,3.7
10030,IBM,Java Software Developer,1000000,1,Hyderabad,4.1
10031,First Student,Java Software Developer,348000,1,Hyderabad,4.1
10032,Graduate Student,Java Software Developer,1200000,1,Hyderabad,4.3
10033,Rajasri Infotech,Java Software Developer,300000,1,Hyderabad,4.7
10034,Fresher,Java Software Developer,400000,1,Hyderabad,4.3
10035,Tata Consultancy Services,Java Software Developer - Intern,228000,1,Hyderabad,3.9
10036,Ranjith kumar p,Java Software Developer,588000,1,Hyderabad,3.9
10037,Oracle,Java Software Developer,1200000,1,Hyderabad,3.9
10038,AGS Infotech limited,Java Software Developer,420000,1,Hyderabad,4.3
10039,Autorox,Java Software Developer,1140000,1,Hyderabad,3.4
10040,Avira,Java Software Developer,600000,1,Hyderabad,3.7
10041,Verizon,Java Software Developer,1200000,1,Hyderabad,3.9
10042,Dhatsol,Java Software Developer,228000,1,Hyderabad,3.1
10043,Option Matrix Pvt,Java Software Developer,264000,1,Hyderabad,4.5
10044,Vengai Software Solutions,Java Software Developer,400000,1,Hyderabad,4.0
10045,Scriptbees,Java Software Developer,120000,1,Hyderabad,4.0
10046,National Payments Corporation of India,Java Software Developer,700000,1,Hyderabad,3.2
10047,DBS Bank,Java Software Developer,684000,1,Hyderabad,3.9
10048,Tejoma,Java Software Developer,300000,1,Hyderabad,4.6
10049,Other,Java Software Developer,800000,1,Hyderabad,4.1
10050,Greater Hyderabad Municipal,Java Software Developer,372000,1,Hyderabad,3.5
10051,Aptude,Java Software Developer,200000,1,Hyderabad,4.7
10052,Adwaitham Global IT Solutions,Java Software Developer,400000,1,Hyderabad,4.3
10053,Tata Consultancy Services,Java Software Developer Contractor,312000,1,Hyderabad,3.9
10054,First American Financial Corporation,Java Software Developer,800000,1,Hyderabad,3.8
10055,Cozy InfoSystems,Java Software Developer,348000,1,Hyderabad,3.9
10056,Magnaquest,Java Software Developer,400000,1,Hyderabad,3.7
10057,CTS,Java Software Developer,600000,1,Hyderabad,3.9
10058,YES,Java Software Developer,1164000,1,Hyderabad,4.2
10059,Accenture,Java Software Developer,336000,1,Hyderabad,4.1
10060,Burger King UK,Java Software Developer,300000,1,Hyderabad,3.2
10061,IMImobile,Java Software Developer,800000,1,Hyderabad,3.6
10062,Ojas Innovative Technologies,Java Software Developer,228000,1,Hyderabad,3.3
10063,kgvkbhk,Java Software Developer,564000,1,Hyderabad,3.9
10064,Infogain,Java Software Developer,500000,1,Hyderabad,4.1
10065,Virinchi Technologies,Java Software Developer,228000,1,Hyderabad,3.7
10066,HCL Technologies,Java Software Developer,216000,1,Hyderabad,3.7
10067,Mphasis,Java Software Developer,804000,1,Hyderabad,3.7
10068,Suraj Alamoni,Java Software Developer,360000,1,Hyderabad,3.9
10069,TCS,Java Software Developer,800000,1,Hyderabad,4.0
10070,Persistent Systems,Java Software Developer,800000,1,Hyderabad,4.1
10071,Thrymr Software,Java Software Developer,500000,1,Hyderabad,2.7
10072,TA Digital,Java Software Developer,432000,1,Hyderabad,4.3
10073,Manohar,Java Software Developer,696000,1,Hyderabad,4.0
10074,HAS Soft,Java Software Developer,200000,1,Hyderabad,3.5
10075,Full Stack Technology,Java Software Developer,500000,1,Hyderabad,3.7
10076,Navana Group,Java Software Developer,500000,1,Hyderabad,3.6
10077,Virtusa,Java Software Developer,400000,1,Hyderabad,3.7
10078,Tata Consultancy Services (North America),Software Engineer - Java Developer,400000,1,Hyderabad,3.8
10079,Plianto Technologies,Software Engineer - Java Developer,396000,1,Hyderabad,3.0
10080,Tata Consultancy Services,Software Engineer - Java Developer,700000,1,Hyderabad,3.9
10081,ibs,Software Engineer - Java Developer - Intern,516000,1,Hyderabad,4.1
10082,Ayansys,Software Engineer - Java Developer,216000,1,Hyderabad,4.3
10083,T-Mobile,Software Engineer - Java Developer - Contractor,100000,1,Hyderabad,3.9
10084,Promaestro Techsource,Software Engineer - Java Developer,228000,1,Hyderabad,4.4
10085,Drucare,Software Engineer - Java Developer,300000,1,Hyderabad,4.4
10086,technoparinsoft,Software Engineer - Java Developer,300000,1,Hyderabad,3.9
10087,Fresher,Software Engineer - Java Developer,200000,1,Hyderabad,4.3
10088,Micropark Logistics,Software Engineer - Java Developer,500000,1,Hyderabad,3.9
10089,Freshers.com,Software Engineer - Java Developer,600000,1,Hyderabad,4.0
10090,Nacre Software Services,Software Engineer - Java Developer,192000,1,Hyderabad,4.1
10091,Claro Software Solutions,Software Engineer - Java Developer,700000,1,Hyderabad,4.3
10092,TechDenali,Software Engineer - Java Developer,192000,1,Hyderabad,4.0
10093,Innohub Technologies,Software Engineer - Java Developer,400000,1,Hyderabad,4.4
10094,Signant Health,Software Engineer - Java Developer,500000,1,Hyderabad,3.6
10095,Verizon,Software Engineer - Java Developer,1100000,1,Hyderabad,3.9
10096,ALLPS (Switzerland),Software Engineer - Java Developer,1000000,1,Hyderabad,4.9
10097,OpsWorks,Software Engineer - Java Developer,29568,1,Hyderabad,5.0
10098,DONE by NONE,Software Engineer - Java Developer,300000,1,Hyderabad,4.0
10099,GOPI,Software Engineer - Java Developer,400000,1,Hyderabad,3.6
10100,Firstpin Technologies,Software Engineer - Java Developer,468000,1,Hyderabad,4.0
10101,Blakol Studios,Software Engineer - Java Developer,300000,1,Hyderabad,4.3
10102,SAVINA SOFTWARE,Software Engineer - Java Developer,168000,1,Hyderabad,3.5
10103,Tachyon Technologies,Software Engineer - Java Developer,700000,1,Hyderabad,4.7
10104,Pilog,Software Engineer - Java Developer - Contractor,300000,1,Hyderabad,4.2
10105,DLV SoftWare,Software Engineer - Java Developer,500000,1,Hyderabad,4.2
10106,Magna Infotech,Software Engineer - Java Developer,1152000,1,Hyderabad,3.3
10107,Likith Projects,Software Engineer - Java Developer - Contractor,300000,1,Hyderabad,4.4
10108,None Such Farm,Software Engineer - Java Developer,240000,1,Hyderabad,3.7
10109,ABC,Software Engineer - Java Developer,600000,1,Hyderabad,3.9
10110,Jawaharlal Nehru Technological University Hyderabad,Software Engineer - Java Developer,684000,1,Hyderabad,4.2
10111,Deltra Soft Technologies,Software Engineer - Java Developer,700000,1,Hyderabad,4.5
10112,Techmologics,Software Engineer - Java Developer,300000,1,Hyderabad,4.5
10113,Oracle,Software Engineer - Java Developer,1300000,1,Hyderabad,3.9
10114,Tech Synchro,Software Engineer - Java Developer,1000000,1,Hyderabad,4.8
10115,Apalya Technologies,Software Engineer - Java Developer,400000,1,Hyderabad,3.8
10116,Accenture,Software Engineer - Java Developer,600000,1,Hyderabad,4.1
10117,Technolabs,Software Engineer - Java Developer,192000,1,Hyderabad,2.5
10118,Deloitte,Software Engineer - Java Developer,700000,1,Hyderabad,4.0
10119,Fresherworld.com,Software Engineer - Java Developer,200000,1,Hyderabad,4.0
10120,Optum Global Solutions India,Software Engineer - Java Developer,500000,1,Hyderabad,4.0
10121,Achala Solutions,Software Engineer - Java Developer,1000000,1,Hyderabad,4.2
10122,Vitech Systems Asia,Software Engineer - Java Developer,1000000,1,Hyderabad,3.8
10123,Jspiders,Software Engineer - Java Developer,348000,1,Hyderabad,3.7
10124,Servosys Solutions,Software Engineer - Java Developer,700000,1,Hyderabad,3.9
10125,Azentio Software,Software Engineer - Java Developer,288000,1,Hyderabad,3.7
10126,DXC Technology,Software Engineer - Java Developer,700000,1,Hyderabad,3.5
10127,Fluentgrid,Software Engineer - Java Developer,400000,1,Hyderabad,4.1
10128,Keybell Solutions,Software Engineer - Java Developer,500000,1,Hyderabad,4.3
10129,No emplyer,Software Engineer - Java Developer,300000,1,Hyderabad,3.7
10130,Four-Serv Global,Software Engineer - Java Developer,252000,1,Hyderabad,5.0
10131,Tectoro,Software Engineer - Java Developer,300000,1,Hyderabad,4.0
10132,Birlasoft,Software Engineer - Java Developer,500000,1,Hyderabad,3.7
10133,Imfresher.com,Software Engineer - Java Developer,300000,1,Hyderabad,3.9
10134,Salesforce,Software Engineer - Java Developer,500000,1,Hyderabad,4.5
10135,TeamLease,Software Engineer - Java Developer,300000,1,Hyderabad,3.8
10136,Java 2 Go,Software Engineer - Java Developer,336000,1,Hyderabad,3.9
10137,Rajasri Infotech,Software Engineer - Java Developer,348000,1,Hyderabad,4.7
10138,VassarLabs,Java Developeer - Intern,288000,1,Hyderabad,4.2
10139,Ramcides,Software Engineer ( Java ),996000,1,Hyderabad,5.0
10140,Tech Mahindra,Software Engineer(Java Developer),200000,1,Hyderabad,3.6
10141,Ahex Technologies,Senior Java Developer,700000,1,Hyderabad,3.8
10142,Swaroop Agrochemical Industries,Senior Java Developer,684000,1,Hyderabad,3.0
10143,Viezeon Techno Consulting,Senior Java Developer,852000,1,Hyderabad,3.9
10144,authlab software,Senior Java Developer,288000,1,Hyderabad,3.9
10145,Broadridge,Senior Java Developer,800000,1,Hyderabad,3.9
10146,Jeevan Technologies,Senior Java Developer,500000,1,Hyderabad,3.9
10147,GetusGuru Online Services,Senior Java Developer,180000,1,Hyderabad,5.0
10148,FIS,Senior Java Developer,348000,1,Hyderabad,3.8
10149,Menlo Technologies,Senior Java Developer,1000000,1,Hyderabad,3.4
10150,Senos Tech,Senior Java Developer,1900000,1,Hyderabad,4.4
10151,Micronox Information Technologies,Senior Java Developer,648000,1,Hyderabad,4.7
10152,TekisHub,Senior Java Developer,600000,1,Hyderabad,3.6
10153,XYX MEDIA TECHNOLOGIES,Senior Java Developer - Contractor,3900000,1,Hyderabad,3.9
10154,Bank of America,Senior Java Developer,1300000,1,Hyderabad,4.0
10155,Lender Processing Services,Senior Java Developer,800000,1,Hyderabad,2.8
10156,Nixinn Insights,Senior Java Developer,300000,1,Hyderabad,4.5
10157,SwoopTalent,Senior Java Developer,2200000,1,Hyderabad,4.4
10158,buybuy BABY,Senior Java Developer,900000,1,Hyderabad,3.1
10159,CIGNEX Datamatics,Senior Java Developer,900000,1,Hyderabad,3.7
10160,Just for Laughts,Senior Java Developer,300000,1,Hyderabad,4.3
10161,Consilio,Senior Java Developer,1700000,1,Hyderabad,3.7
10162,Wüstenrot,Senior Java Developer,500000,1,Hyderabad,3.9
10163,Wipro Technologies,Senior Java Developer,600000,1,Hyderabad,3.8
10164,ilabz Technology,Senior Java Developer,800000,1,Hyderabad,2.6
10165,EvGateway,Senior Java Developer,600000,1,Hyderabad,3.7
10166,Pranava Technologies (UK),Senior Java Developer,600000,1,Hyderabad,4.0
10167,2COMS,Senior Java Developer,500000,1,Hyderabad,3.8
10168,Pencap Technologies,Senior Java Developer,300000,1,Hyderabad,4.1
10169,Scriptbees,Senior Java Developer,1100000,1,Hyderabad,4.0
10170,DKNY,Senior Java Developer,300000,1,Hyderabad,3.6
10171,HashedIn by Deloitte,Senior Java Developer Contractor,408000,1,Hyderabad,4.3
10172,Apalya Technologies,Senior Java Developer,200000,1,Hyderabad,3.8
10173,Tech Mahindra,Senior Java Developer,400000,1,Hyderabad,3.6
10174,Ritwik Software Technologies,Senior Java Developer,500000,1,Hyderabad,4.4
10175,Google,Senior Java Developer,4900000,1,Hyderabad,4.5
10176,OnPassive,Senior Java Developer,1100000,1,Hyderabad,3.8
10177,YES,Senior Java Developer,360000,1,Hyderabad,4.2
10178,TCS,Senior Java Developer,700000,1,Hyderabad,4.0
10179,Dhatsol,Senior Java Developer,204000,1,Hyderabad,3.1
10180,Optum,Senior Java Developer,800000,1,Hyderabad,3.7
10181,Hydus Inc,Senior Java Developer,900000,1,Hyderabad,3.0
10182,Aegis Consulting (India),Senior Java Developer,900000,1,Hyderabad,3.6
10183,RohTekSolutions,Senior Java Developer,1200000,1,Hyderabad,4.6
10184,Confidential,Senior Java Developer,800000,1,Hyderabad,3.9
10185,RBC,Senior Java Developer,1200000,1,Hyderabad,4.0
10186,KPMD,Senior Java Developer,660000,1,Hyderabad,3.5
10187,Anji Technologies,Senior Java Developer,1900000,1,Hyderabad,3.8
10188,Doctily Digital Health,Senior Java Developer,1500000,1,Hyderabad,1.0
10189,Axiom xCell,Senior Java Developer,1900000,1,Hyderabad,5.0
10190,Employer,Senior Java Developer,500000,1,Hyderabad,3.9
10191,BYJU'S,Senior Java Developer - Contractor,1200000,1,Hyderabad,3.7
10192,MITECH,Senior Java Developer,1900000,1,Hyderabad,3.8
10193,Black Knight,Senior Java Developer,336000,1,Hyderabad,3.5
10194,Parexel,Senior Java Developer,1700000,1,Hyderabad,3.8
10195,Cassendro Software Solutions,Senior Java Developer,600000,1,Hyderabad,4.3
10196,Massil Technologies,Senior Java Developer,500000,1,Hyderabad,3.9
10197,Leadwinner,Senior Java Developer,624000,1,Hyderabad,4.1
10198,OrantiQ,Senior Java Developer,1008000,1,Hyderabad,2.9
10199,Vitech Systems Group,Senior Java Developer,1600000,1,Hyderabad,3.6
10200,Pragmatic Play,Senior Java Developer,2600000,1,Hyderabad,4.2
